k,algorithm,edge_group,split,dynamic_stage,value
10,gpt4,doi_collectionSite,0.8,3rd,0.0
10,gpt4,doi_collectionSite,0.8,4th,0.0
10,gpt4,doi_collectionSite,0.8,1st,0.0
10,gpt4,doi_collectionSite,0.8,2nd,0.0
10,gpt4,doi_collectionSite,0.8,3rd,0.0
10,gpt4,doi_collectionSite,0.8,4th,0.0
10,gpt4,doi_collectionSite,0.8,1st,0.0
10,gpt4,doi_collectionSite,0.8,2nd,0.0
10,gpt4,doi_collectionSite,0.8,3rd,0.0
10,gpt4,doi_collectionSite,0.8,4th,0.0
10,gpt4,doi_collectionSite,0.8,1st,0.0
10,gpt4,doi_collectionSite,0.8,2nd,0.0
10,gpt4,doi_collectionSite,0.8,3rd,0.0
10,gpt4,doi_collectionSite,0.8,4th,0.0
10,gpt4,doi_collectionSite,0.8,1st,0.0
10,gpt4,doi_collectionSite,0.8,2nd,0.0
10,gpt4,doi_collectionSite,0.8,3rd,0.0
10,gpt4,doi_collectionSite,0.8,4th,0.0
10,gpt4,doi_collectionSite,0.8,1st,0.0
10,gpt4,doi_collectionSite,0.8,2nd,0.0
10,gpt4,doi_collectionSite,0.8,3rd,0.0
10,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
15,gpt4,doi_collectionSite,0.8,1st,0.0
15,gpt4,doi_collectionSite,0.8,2nd,0.0
15,gpt4,doi_collectionSite,0.8,3rd,0.0
15,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
20,gpt4,doi_collectionSite,0.8,1st,0.0
20,gpt4,doi_collectionSite,0.8,2nd,0.0
20,gpt4,doi_collectionSite,0.8,3rd,0.0
20,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
25,gpt4,doi_collectionSite,0.8,1st,0.0
25,gpt4,doi_collectionSite,0.8,2nd,0.0
25,gpt4,doi_collectionSite,0.8,3rd,0.0
25,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
30,gpt4,doi_collectionSite,0.8,1st,0.0
30,gpt4,doi_collectionSite,0.8,2nd,0.0
30,gpt4,doi_collectionSite,0.8,3rd,0.0
30,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
35,gpt4,doi_collectionSite,0.8,1st,0.0
35,gpt4,doi_collectionSite,0.8,2nd,0.0
35,gpt4,doi_collectionSite,0.8,3rd,0.0
35,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
40,gpt4,doi_collectionSite,0.8,1st,0.0
40,gpt4,doi_collectionSite,0.8,2nd,0.0
40,gpt4,doi_collectionSite,0.8,3rd,0.0
40,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
45,gpt4,doi_collectionSite,0.8,1st,0.0
45,gpt4,doi_collectionSite,0.8,2nd,0.0
45,gpt4,doi_collectionSite,0.8,3rd,0.0
45,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
50,gpt4,doi_collectionSite,0.8,1st,0.0
50,gpt4,doi_collectionSite,0.8,2nd,0.0
50,gpt4,doi_collectionSite,0.8,3rd,0.0
50,gpt4,doi_collectionSite,0.8,4th,0.0
