k,algorithm,edge_group,split,dynamic_stage,value
5,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
5,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
5,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
5,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
5,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
5,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
5,gpt4,doi_collectionSpecie,0.8,4th,0.32
5,gpt4,doi_collectionSpecie,0.8,1st,0.36585365853658536
5,gpt4,doi_collectionSpecie,0.8,2nd,0.3023255813953488
5,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
5,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
10,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
10,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
10,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
10,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
10,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
10,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
10,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
10,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
10,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
10,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
10,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
10,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
10,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
10,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
10,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
10,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
10,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
10,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
10,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
10,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
10,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
10,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
10,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
10,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
10,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
10,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
10,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
10,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
10,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
10,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
10,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
10,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
10,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
10,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
10,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
10,gpt4,doi_collectionSpecie,0.8,4th,0.32
10,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
10,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
10,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
10,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
15,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
15,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
15,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
15,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
15,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
15,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
15,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
15,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
15,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
15,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
15,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
15,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
15,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
15,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
15,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
15,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
15,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
15,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
15,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
15,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
15,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
15,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
15,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
15,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
15,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
15,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
15,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
15,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
15,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
15,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
15,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
15,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
15,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
15,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
15,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
15,gpt4,doi_collectionSpecie,0.8,4th,0.32
15,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
15,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
15,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
15,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
20,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
20,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
20,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
20,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
20,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
20,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
20,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
20,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
20,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
20,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
20,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
20,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
20,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
20,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
20,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
20,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
20,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
20,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
20,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
20,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
20,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
20,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
20,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
20,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
20,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
20,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
20,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
20,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
20,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
20,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
20,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
20,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
20,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
20,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
20,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
20,gpt4,doi_collectionSpecie,0.8,4th,0.32
20,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
20,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
20,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
20,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
25,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
25,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
25,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
25,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
25,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
25,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
25,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
25,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
25,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
25,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
25,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
25,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
25,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
25,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
25,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
25,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
25,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
25,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
25,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
25,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
25,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
25,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
25,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
25,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
25,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
25,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
25,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
25,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
25,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
25,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
25,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
25,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
25,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
25,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
25,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
25,gpt4,doi_collectionSpecie,0.8,4th,0.32
25,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
25,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
25,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
25,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
30,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
30,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
30,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
30,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
30,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
30,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
30,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
30,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
30,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
30,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
30,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
30,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
30,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
30,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
30,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
30,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
30,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
30,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
30,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
30,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
30,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
30,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
30,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
30,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
30,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
30,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
30,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
30,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
30,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
30,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
30,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
30,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
30,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
30,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
30,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
30,gpt4,doi_collectionSpecie,0.8,4th,0.32
30,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
30,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
30,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
30,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
35,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
35,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
35,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
35,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
35,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
35,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
35,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
35,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
35,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
35,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
35,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
35,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
35,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
35,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
35,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
35,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
35,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
35,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
35,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
35,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
35,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
35,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
35,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
35,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
35,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
35,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
35,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
35,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
35,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
35,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
35,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
35,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
35,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
35,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
35,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
35,gpt4,doi_collectionSpecie,0.8,4th,0.32
35,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
35,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
35,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
35,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
40,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
40,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
40,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
40,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
40,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
40,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
40,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
40,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
40,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
40,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
40,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
40,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
40,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
40,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
40,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
40,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
40,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
40,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
40,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
40,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
40,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
40,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
40,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
40,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
40,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
40,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
40,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
40,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
40,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
40,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
40,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
40,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
40,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
40,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
40,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
40,gpt4,doi_collectionSpecie,0.8,4th,0.32
40,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
40,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
40,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
40,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
45,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
45,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
45,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
45,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
45,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
45,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
45,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
45,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
45,gpt4,doi_collectionSpecie,0.8,1st,0.34146341463414637
45,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
45,gpt4,doi_collectionSpecie,0.8,3rd,0.3389830508474576
45,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
45,gpt4,doi_collectionSpecie,0.8,1st,0.34959349593495936
45,gpt4,doi_collectionSpecie,0.8,2nd,0.39759036144578314
45,gpt4,doi_collectionSpecie,0.8,3rd,0.40350877192982454
45,gpt4,doi_collectionSpecie,0.8,4th,0.46153846153846156
45,gpt4,doi_collectionSpecie,0.8,1st,0.3252032520325203
45,gpt4,doi_collectionSpecie,0.8,2nd,0.32941176470588235
45,gpt4,doi_collectionSpecie,0.8,3rd,0.3793103448275862
45,gpt4,doi_collectionSpecie,0.8,4th,0.4827586206896552
45,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
45,gpt4,doi_collectionSpecie,0.8,2nd,0.35714285714285715
45,gpt4,doi_collectionSpecie,0.8,3rd,0.43636363636363634
45,gpt4,doi_collectionSpecie,0.8,4th,0.38461538461538464
45,gpt4,doi_collectionSpecie,0.8,1st,0.3548387096774194
45,gpt4,doi_collectionSpecie,0.8,2nd,0.36470588235294116
45,gpt4,doi_collectionSpecie,0.8,3rd,0.3620689655172414
45,gpt4,doi_collectionSpecie,0.8,4th,0.41379310344827586
45,gpt4,doi_collectionSpecie,0.8,1st,0.35772357723577236
45,gpt4,doi_collectionSpecie,0.8,2nd,0.3218390804597701
45,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
45,gpt4,doi_collectionSpecie,0.8,4th,0.35714285714285715
45,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
45,gpt4,doi_collectionSpecie,0.8,2nd,0.3372093023255814
45,gpt4,doi_collectionSpecie,0.8,3rd,0.3392857142857143
45,gpt4,doi_collectionSpecie,0.8,4th,0.32
45,gpt4,doi_collectionSpecie,0.8,1st,0.37398373983739835
45,gpt4,doi_collectionSpecie,0.8,2nd,0.313953488372093
45,gpt4,doi_collectionSpecie,0.8,3rd,0.2982456140350877
45,gpt4,doi_collectionSpecie,0.8,4th,0.2857142857142857
50,gpt4,doi_collectionSpecie,0.8,1st,0.3467741935483871
50,gpt4,doi_collectionSpecie,0.8,2nd,0.41975308641975306
50,gpt4,doi_collectionSpecie,0.8,3rd,0.46296296296296297
50,gpt4,doi_collectionSpecie,0.8,4th,0.37037037037037035
50,gpt4,doi_collectionSpecie,0.8,1st,0.3170731707317073
50,gpt4,doi_collectionSpecie,0.8,2nd,0.35365853658536583
