pdf,output
pdfs/10.1016@j.bmc.2007.11.008.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""The bioactivity is not explicitly mentioned, but the text references a variety of biological activities for related compounds."",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": ""The compound results from a reaction between pristimerin and DDQ, suggesting a synthetic route rather than a natural extraction.""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""The bioactivity is not explicitly mentioned, but the text references a variety of biological activities for related compounds."",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": ""The compound results from a reaction between pristimerin and DDQ, suggesting a synthetic route rather than a natural extraction.""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Pristimerin dicyanophenalenedione"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": ""The compound is formed probably by Diels-Alder-type addition of DDQ to pristimerin followed by retro-Diels-Alder-type elimination, indicating a synthetic origin.""    }}"
pdfs/10.1590@S0100-40422010000900005.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""ω-phenylalkanoic and ω-phenylalkenoic acids"",    ""bioActivity"": ""Insecticidal activity against Spodoptera frugiperda"",    ""collectionSpecies"": ""Trichilia claussenii (Meliaceae)"",    ""collectionSite"": ""Piracicaba/SP, Campus da Escola Superior de Agricultura 'Luiz de Queiroz'/USP"",    ""collectionType"": """"  }}"
pdfs/10.1016@S0031-9422(00)83834-0.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""1-p-hydroxybenzyl-6-methoxy-β-carboline"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aniba santalodora (Lauraceae)"",        ""collectionSite"": ""Between km 14 and 19 of the Manaus-Itacoatiara road, Amazonas State, Brazil"",        ""collectionType"": ""Isolated from the trunk wood via solvent extraction and chromatography""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Benzyl benzoate"",        ""bioActivity"": """",        ""collectionSpecies"": ""Aniba santalodora (Lauraceae)"",        ""collectionSite"": ""Between km 14 and 19 of the Manaus-Itacoatiara road, Amazonas State, Brazil"",        ""collectionType"": ""Isolated from most Aniba species""    }}"
pdfs/10.1590@S0103-50532006000200010.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Ellagic acid 4-O-α-L-rhamnopyranoside"",        ""bioActivity"": ""Hydrolysable tannin"",        ""collectionSpecies"": ""Siphoneugena densiflora Berg (Myrtaceae)"",        ""collectionSite"": ""Poços de Caldas city, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Ellagic acid 4-O-α-L-3''-O-acetylrhamnopyranoside"",        ""bioActivity"": ""Hydrolysable tannin"",        ""collectionSpecies"": ""Siphoneugena densiflora Berg (Myrtaceae)"",        ""collectionSite"": ""Poços de Caldas city, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Siphoneugenin"",        ""bioActivity"": ""Hydrolysable tannin with a new aglycone type for hydrolysable tannins"",        ""collectionSpecies"": ""Siphoneugena densiflora Berg (Myrtaceae)"",        ""collectionSite"": ""Poços de Caldas city, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""3,4'-Di-O-methylellagic acid 4-O-β-D-6''-O-acetylglucopyranoside"",        ""bioActivity"": ""Hydrolysable tannin"",        ""collectionSpecies"": ""Siphoneugena densiflora Berg (Myrtaceae)"",        ""collectionSite"": ""Poços de Caldas city, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""3,4’-Di-O-methylellagic acid 4-O-β-D-3'',6''-di-O-acetylglucopyranoside"",        ""bioActivity"": ""Hydrolysable tannin"",        ""collectionSpecies"": ""Siphoneugena densiflora Berg (Myrtaceae)"",        ""collectionSite"": ""Poços de Caldas city, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""β-D-glucopyranosyl-2α,3β,6β-trihydroxyolean-12-en-28-oate"",        ""bioActivity"": ""Pentacyclic triterpene"",        ""collectionSpecies"": ""Siphoneugena densiflora Berg (Myrtaceae)"",        ""collectionSite"": ""Poços de Caldas city, Minas Gerais State, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1590@S0100-40422008000400005.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Haplotusine"",    ""bioActivity"": ""Moderate Trypanocidal Activity (IC50 136.9 µM)"",    ""collectionSpecies"": ""Conchocarpus heterophyllus (Rutaceae)"",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": """",    ""bioActivity"": """",    ""collectionSpecies"": ""Conchocarpus heterophyllus (Rutaceae)"",    ""collectionSite"": """",    ""collectionType"": ""Mixture of Novel Pyranoflavones""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""1-Methyl-2-phenyl-4-quinolone"",    ""bioActivity"": ""Moderate Trypanocidal Activity (IC50 144.9 µM)"",    ""collectionSpecies"": ""Conchocarpus heterophyllus (Rutaceae)"",    ""collectionSite"": """",    ""collectionType"": """"  }}"
pdfs/10.1590@S0103-50532005000300018.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""4-methoxy-6-[2-(methylamino)phenyl]-2H-pyran-2-one"",        ""bioActivity"": ""Moderate trypanocidal activity"",        ""collectionSpecies"": ""Almeidea rubra A. St.-Hil. (Rutaceae)"",        ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",        ""collectionType"": ""Isolated from methanol extract of leaves""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Rel-(7R,8R)-8-[(E)-3-hydroxy-3-methyl-1-butenyl]-4,8-dimethoxy-5,6,7,8-tetrahydrofuro[2,3-b]quinoline-7-yl acetate"",        ""bioActivity"": ""Moderate trypanocidal activity"",        ""collectionSpecies"": ""Almeidea rubra A. St.-Hil. (Rutaceae)"",        ""collectionSite"": ""Espírito Santo State, southeast of Brazil"",        ""collectionType"": ""Isolated from methanol extract of leaves""    }}"
pdfs/10.5935@0100-4042.20140049.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Catechin-3-O-(3''-O-trans-cinnamoyl)-alpha-rhamnopyranoside"",        ""bioActivity"": ""Moderate inhibitory activity against cathepsin B with an IC50 of 62.02 µM"",        ""collectionSpecies"": ""Vochysia thyrsoidea Pohl. (Vochysiaceae)"",        ""collectionSite"": ""Serra dos Pirineus, Pirenópolis - GO, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Catechin-3-O-alpha-rhamnopyranoside"",        ""bioActivity"": """",        ""collectionSpecies"": ""Vochysia thyrsoidea Pohl. (Vochysiaceae)"",        ""collectionSite"": ""Serra dos Pirineus, Pirenópolis - GO, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""1-Butyl-D-fructofuranoside"",        ""bioActivity"": """",        ""collectionSpecies"": ""Vochysia thyrsoidea Pohl. (Vochysiaceae)"",        ""collectionSite"": ""Serra dos Pirineus, Pirenópolis - GO, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""2-Butyl-D-fructofuranoside"",        ""bioActivity"": ""Significant toxicity against CNS cancer cell line (SF-295) with IC50 = 36.80 µM and human leukemia (HL-60) with IC50 = 25.37 µM"",        ""collectionSpecies"": ""Vochysia thyrsoidea Pohl. (Vochysiaceae)"",        ""collectionSite"": ""Serra dos Pirineus, Pirenópolis - GO, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.3390@molecules15129205.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Leiokinine A"",        ""bioActivity"": ""Acetylcholinesterase inhibition with IC50 value of 0.21 mM"",        ""collectionSpecies"": ""Esenbeckia leiocarpa Engl."",        ""collectionSite"": ""São Paulo State, Brazil"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Leptomerine"",        ""bioActivity"": ""Acetylcholinesterase inhibition with IC50 value of 2.5 μM, similar to reference compound galanthamine"",        ""collectionSpecies"": ""Esenbeckia leiocarpa Engl."",        ""collectionSite"": ""São Paulo State, Brazil"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Kokusaginine"",        ""bioActivity"": ""Acetylcholinesterase inhibition with IC50 value of 46 μM"",        ""collectionSpecies"": ""Esenbeckia leiocarpa Engl."",        ""collectionSite"": ""São Paulo State, Brazil"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Skimmianine"",        ""bioActivity"": ""Acetylcholinesterase inhibition with IC50 value of 1.4 mM"",        ""collectionSpecies"": ""Esenbeckia leiocarpa Engl."",        ""collectionSite"": ""São Paulo State, Brazil"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Maculine"",        ""bioActivity"": ""Acetylcholinesterase inhibition, specific activity not reported"",        ""collectionSpecies"": ""Esenbeckia leiocarpa Engl."",        ""collectionSite"": ""São Paulo State, Brazil"",        ""collectionType"": ""Isolated from stems""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Flindersiamine"",        ""bioActivity"": ""Acetylcholinesterase inhibition, specific activity not reported"",        ""collectionSpecies"": ""Esenbeckia leiocarpa Engl."",        ""collectionSite"": ""São Paulo State, Brazil"",        ""collectionType"": ""Isolated from stems""    }}"
pdfs/10.1107@S1600536803019913.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""7,8-dimethoxy-1,2,3,4-tetrahydro-2,3-dioxo-2H-1,4-benzoxazine"",        ""bioActivity"": ""Inhibitor of adenine phosphoribosyltransferase (APRT) enzyme from Leishmania"",        ""collectionSpecies"": ""Adiscanthus fusciflorus (Rutaceae)"",        ""collectionSite"": ""Manaus region of the Brazilian Amazon forest"",        ""collectionType"": """"    }}"
pdfs/10.1590@S0103-50532001000300010.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""lup-20(29)-en-28-oic acid 3β,7β-dibenzoate"",    ""bioActivity"": ""No inhibitory effect on the growth of Leucoagaricus gongylophorus"",    ""collectionSpecies"": ""Picramnia teapensis Tul."",    ""collectionSite"": ""San José de la Montana, Costa Rica"",    ""collectionType"": ""Stem bark chloroform extract""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""3β-hydroxy-lup-20(29)-en-28-oic acid 7β-benzoate"",    ""bioActivity"": ""No inhibitory effect on the growth of Leucoagaricus gongylophorus"",    ""collectionSpecies"": ""Picramnia teapensis Tul."",    ""collectionSite"": ""San José de la Montana, Costa Rica"",    ""collectionType"": ""Stem bark chloroform extract""  }}"
pdfs/10.1016@S0031-9422(00)91125-7.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Dimethyl agathate"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Agathadiol"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Agathic acid"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""Methyl agatholate"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""Imbricatolic acid"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""acetate (acetyl-imbricatolic acid)"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_7"": {    ""IUPAC_nomenclature"": ""Imbricatadiol"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_8"": {    ""IUPAC_nomenclature"": ""Bauerenone"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_9"": {    ""IUPAC_nomenclature"": ""Terebenthifolic acid"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_10"": {    ""IUPAC_nomenclature"": ""α-amyrin"",    ""bioActivity"": """",    ""collectionSpecies"": """",    ""collectionSite"": """",    ""collectionType"": """"  },  ""Molecule_11"": {    ""IUPAC_nomenclature"": """",    ""bioActivity"": """",    ""collectionSpecies"": ""Schinus terebenthifolius"",    ""collectionSite"": ""vicinity of Curitiba, State of Parana, Brazil"",    ""collectionType"": """"  },  ""Molecule_12"": {    ""IUPAC_nomenclature"": ""carinol"",    ""bioActivity"": ""hypotensive"",    ""collectionSpecies"": ""Carissa carandas"",    ""collectionSite"": """",    ""collectionType"": """"  }}"
pdfs/10.1080@14786419.2011.647020.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""3-(2-(4-hydroxyphenyl)-2-oxoethyl)-5,6-dihydropyridin-2(1H)-one"",        ""bioActivity"": ""anti-allergic activity"",        ""collectionSpecies"": ""Humicola grisea var thermoidea"",        ""collectionSite"": ""Minas Gerais, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1016@0031-9422(80)83022-6.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""(6aR,11aR)-8-hydroxy-3,9-dimethoxypterocarpan"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""(6aR,11aR)-2-hydroxy-3,9-dimethoxypterocarpan"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""(6aR,11aR)-2-hydroxy-10-methoxy-3,9-dimethoxypterocarpan"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""(6aR,11aR)-4,10-dimethoxy-3,9-dimethoxypterocarpan"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""(6aR,11aR)-2-hydroxy-4,10-dimethoxy-3,9-dimethoxypterocarpan"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""8-hydroxy-6-methoxy-3-methylisocoumarin"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_7"": {    ""IUPAC_nomenclature"": ""5-chloro-8-hydroxy-6-methoxy-3-methylisocoumarin"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_8"": {    ""IUPAC_nomenclature"": ""7-chloro-8-hydroxy-6-methoxy-3-methylisocoumarin"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_9"": {    ""IUPAC_nomenclature"": ""5-hydroxy-7,8-dimethoxy-2-methylchromone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  },  ""Molecule_10"": {    ""IUPAC_nomenclature"": ""8-hydroxy-5-methyl-3,4-dihydroxyisocoumarin"",    ""bioActivity"": """",    ""collectionSpecies"": ""Swartzia laevicarpa (Leguminosae)"",    ""collectionSite"": ""forest near Manaus, Amazonas"",    ""collectionType"": ""Natural Isolate""  }}"
pdfs/10.1016@S0031-9422(00)89849-0.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""4,2’,4’-trihydroxychalcone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""(2R)-7-hydroxyflavanone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""(+)-7,4’-dihydroxyflavanone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""(2S, 3S)-3,7-dihydroxyflavanone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""3,7-dihydroxyflavone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""3,7,4’-trihydroxyflavone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""6,7-dihydroxy-4’-methoxyisoflavone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""6,7-dimethoxycoumarin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""7-hydroxy-4-methoxy-5-methylcoumarin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""7-O-glucosyloxy-4-methoxy-5-methylcoumarin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    },    ""Molecule_11"": {        ""IUPAC_nomenclature"": ""7-hydroxy-4,8-dimethoxy-5-methylcoumarin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Platymiscium praecox Mart. (Leguminosae-Lotoideae)"",        ""collectionSite"": ""Pedro Leopoldo, Minas Gerais State, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1055@s-0029-1185364.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""3,4-dihydro-5-hydroxy-2,7-dimethyl-8-(2′′-methyl-2′′-butenyl)-2-(4′-methyl-1′,3′-pentadienyl)-2H-1-benzopyran-6-carboxylic acid"",        ""bioActivity"": ""Trypanocidal activity with IC50 of 27.0 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": ""Poços de Caldas, MG, Brazil"",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Isoswertisin-4′-methyl-ether-2′′α-L-rhamnoside"",        ""bioActivity"": ""Weak trypanocidal activity, IC50 of 678.2 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": """",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""2-episesalatin"",        ""bioActivity"": ""Weak trypanocidal activity, IC50 of 93.5 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": """",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Sesartemin"",        ""bioActivity"": ""Weak trypanocidal activity, IC50 of 289.1 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": """",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Isoswertisin-2′′α-L-rhamnoside"",        ""bioActivity"": ""Weak trypanocidal activity, IC50 of 620.1 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": """",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Peperobtusin A"",        ""bioActivity"": ""Potent trypanocidal activity, IC50 of 3.1 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": """",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""Clusifoliol"",        ""bioActivity"": ""Trypanocidal activity, IC50 of 47.5 µM"",        ""collectionSpecies"": ""Peperomia obtusifolia"",        ""collectionSite"": """",        ""collectionType"": ""Isolation from ethanol extracts of leaves and stems""    }}"
pdfs/10.1590@S0103-50532002000100010.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Skimmianine"",        ""bioActivity"": ""Antifungal activity against Leucoagaricus gongylophorus; inactive or weak inhibitory activity against Trypanosoma cruzi trypomastigote forms"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Kokusaginine"",        ""bioActivity"": ""Antifungal activity against Leucoagaricus gongylophorus; inactive or weak inhibitory activity against Trypanosoma cruzi trypomastigote forms"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Maculine"",        ""bioActivity"": ""Antifungal activity against Leucoagaricus gongylophorus; inactive or weak inhibitory activity against Trypanosoma cruzi trypomastigote forms"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Flindersiamine"",        ""bioActivity"": ""Antifungal activity against Leucoagaricus gongylophorus"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""2-n-Nonyl-4-quinolone"",        ""bioActivity"": ""Some moderate activity on trypomastigote forms of Trypanosoma cruzi; antifungal activity not explicitly described in provided extract"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""1-Methyl-2-n-nonyl-4-quinolone"",        ""bioActivity"": ""Some moderate activity on trypomastigote forms of Trypanosoma cruzi; antifungal activity not explicitly described in provided extract"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""1-Methyl-2-phenyl-4-quinolone"",        ""bioActivity"": ""Biological activities not described in provided extract; inactive or weak inhibitory activity against Trypanosoma cruzi trypomastigote forms"",        ""collectionSpecies"": ""Raulinoa echinata Cowan (Rutaceae)"",        ""collectionSite"": ""Ressacada, Ibirama, SC, Brazil"",        ""collectionType"": """"    }}"
pdfs/10.1515@znb-2005-0715.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""4,6-dehydro-1,2,4,5-tetrahydro-2,5-dioxopilocarpine"",        ""bioActivity"": ""Antifungal activity against Leucoagaricus gongylophorus"",        ""collectionSpecies"": ""Pilocarpus grandiflorus"",        ""collectionSite"": ""Poc¸os D’antas, município de Murici, Alagoas state, Brazil"",        ""collectionType"": ""Isolated from plant stems""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""vanillic acid"",        ""bioActivity"": ""Showed antifungal activity against Leucoagaricus gongylophorus"",        ""collectionSpecies"": ""Pilocarpus grandiflorus"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""syringaldehyde"",        ""bioActivity"": ""Showed antifungal activity against Leucoagaricus gongylophorus"",        ""collectionSpecies"": ""Pilocarpus grandiflorus"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""platydesmine"",        ""bioActivity"": ""Showed antifungal activity against Leucoagaricus gongylophorus"",        ""collectionSpecies"": ""Pilocarpus grandiflorus"",        ""collectionSite"": """",        ""collectionType"": """"    }}"
