k,algorithm,edge_group,split,dynamic_stage,value
15,gpt4,doi_collectionType,0.8,4th,0.0
15,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
15,gpt4,doi_collectionType,0.8,2nd,0.0375
15,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
15,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
15,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
15,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
15,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
15,gpt4,doi_collectionType,0.8,4th,0.04
15,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
15,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
15,gpt4,doi_collectionType,0.8,3rd,0.0
15,gpt4,doi_collectionType,0.8,4th,0.0
15,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
15,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
15,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
15,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
15,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
15,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
15,gpt4,doi_collectionType,0.8,3rd,0.0
15,gpt4,doi_collectionType,0.8,4th,0.0
15,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
15,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
15,gpt4,doi_collectionType,0.8,3rd,0.0
15,gpt4,doi_collectionType,0.8,4th,0.0
20,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
20,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
20,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
20,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.0125
20,gpt4,doi_collectionType,0.8,3rd,0.0
20,gpt4,doi_collectionType,0.8,4th,0.0
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
20,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
20,gpt4,doi_collectionType,0.8,4th,0.0
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.0375
20,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
20,gpt4,doi_collectionType,0.8,4th,0.0
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.0375
20,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
20,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
20,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
20,gpt4,doi_collectionType,0.8,4th,0.04
20,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
20,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
20,gpt4,doi_collectionType,0.8,3rd,0.0
20,gpt4,doi_collectionType,0.8,4th,0.0
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
20,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
20,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
20,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
20,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
20,gpt4,doi_collectionType,0.8,3rd,0.0
20,gpt4,doi_collectionType,0.8,4th,0.0
20,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
20,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
20,gpt4,doi_collectionType,0.8,3rd,0.0
20,gpt4,doi_collectionType,0.8,4th,0.0
25,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
25,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
25,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
25,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.0125
25,gpt4,doi_collectionType,0.8,3rd,0.0
25,gpt4,doi_collectionType,0.8,4th,0.0
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
25,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
25,gpt4,doi_collectionType,0.8,4th,0.0
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.0375
25,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
25,gpt4,doi_collectionType,0.8,4th,0.0
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.0375
25,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
25,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
25,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
25,gpt4,doi_collectionType,0.8,4th,0.04
25,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
25,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
25,gpt4,doi_collectionType,0.8,3rd,0.0
25,gpt4,doi_collectionType,0.8,4th,0.0
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
25,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
25,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
25,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
25,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
25,gpt4,doi_collectionType,0.8,3rd,0.0
25,gpt4,doi_collectionType,0.8,4th,0.0
25,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
25,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
25,gpt4,doi_collectionType,0.8,3rd,0.0
25,gpt4,doi_collectionType,0.8,4th,0.0
30,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
30,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
30,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
30,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.0125
30,gpt4,doi_collectionType,0.8,3rd,0.0
30,gpt4,doi_collectionType,0.8,4th,0.0
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
30,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
30,gpt4,doi_collectionType,0.8,4th,0.0
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.0375
30,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
30,gpt4,doi_collectionType,0.8,4th,0.0
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.0375
30,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
30,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
30,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
30,gpt4,doi_collectionType,0.8,4th,0.04
30,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
30,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
30,gpt4,doi_collectionType,0.8,3rd,0.0
30,gpt4,doi_collectionType,0.8,4th,0.0
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
30,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
30,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
30,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
30,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
30,gpt4,doi_collectionType,0.8,3rd,0.0
30,gpt4,doi_collectionType,0.8,4th,0.0
30,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
30,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
30,gpt4,doi_collectionType,0.8,3rd,0.0
30,gpt4,doi_collectionType,0.8,4th,0.0
35,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
35,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
35,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
35,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.0125
35,gpt4,doi_collectionType,0.8,3rd,0.0
35,gpt4,doi_collectionType,0.8,4th,0.0
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
35,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
35,gpt4,doi_collectionType,0.8,4th,0.0
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.0375
35,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
35,gpt4,doi_collectionType,0.8,4th,0.0
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.0375
35,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
35,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
35,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
35,gpt4,doi_collectionType,0.8,4th,0.04
35,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
35,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
35,gpt4,doi_collectionType,0.8,3rd,0.0
35,gpt4,doi_collectionType,0.8,4th,0.0
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
35,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
35,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
35,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
35,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
35,gpt4,doi_collectionType,0.8,3rd,0.0
35,gpt4,doi_collectionType,0.8,4th,0.0
35,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
35,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
35,gpt4,doi_collectionType,0.8,3rd,0.0
35,gpt4,doi_collectionType,0.8,4th,0.0
40,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
40,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
40,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
40,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.0125
40,gpt4,doi_collectionType,0.8,3rd,0.0
40,gpt4,doi_collectionType,0.8,4th,0.0
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
40,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
40,gpt4,doi_collectionType,0.8,4th,0.0
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.0375
40,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
40,gpt4,doi_collectionType,0.8,4th,0.0
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.0375
40,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
40,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
40,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
40,gpt4,doi_collectionType,0.8,4th,0.04
40,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
40,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
40,gpt4,doi_collectionType,0.8,3rd,0.0
40,gpt4,doi_collectionType,0.8,4th,0.0
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
40,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
40,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
40,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
40,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
40,gpt4,doi_collectionType,0.8,3rd,0.0
40,gpt4,doi_collectionType,0.8,4th,0.0
40,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
40,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
40,gpt4,doi_collectionType,0.8,3rd,0.0
40,gpt4,doi_collectionType,0.8,4th,0.0
45,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
45,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
45,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
45,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.0125
45,gpt4,doi_collectionType,0.8,3rd,0.0
45,gpt4,doi_collectionType,0.8,4th,0.0
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
45,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
45,gpt4,doi_collectionType,0.8,4th,0.0
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.0375
45,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
45,gpt4,doi_collectionType,0.8,4th,0.0
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.0375
45,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
45,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
45,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
45,gpt4,doi_collectionType,0.8,4th,0.04
45,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
45,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
45,gpt4,doi_collectionType,0.8,3rd,0.0
45,gpt4,doi_collectionType,0.8,4th,0.0
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
45,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
45,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
45,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
45,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
45,gpt4,doi_collectionType,0.8,3rd,0.0
45,gpt4,doi_collectionType,0.8,4th,0.0
45,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
45,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
45,gpt4,doi_collectionType,0.8,3rd,0.0
45,gpt4,doi_collectionType,0.8,4th,0.0
50,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
50,gpt4,doi_collectionType,0.8,2nd,0.012048192771084338
50,gpt4,doi_collectionType,0.8,3rd,0.017857142857142856
50,gpt4,doi_collectionType,0.8,4th,0.037037037037037035
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.0125
50,gpt4,doi_collectionType,0.8,3rd,0.0
50,gpt4,doi_collectionType,0.8,4th,0.0
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
50,gpt4,doi_collectionType,0.8,3rd,0.01818181818181818
50,gpt4,doi_collectionType,0.8,4th,0.0
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.0375
50,gpt4,doi_collectionType,0.8,3rd,0.03571428571428571
50,gpt4,doi_collectionType,0.8,4th,0.0
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.0375
50,gpt4,doi_collectionType,0.8,3rd,0.03636363636363636
50,gpt4,doi_collectionType,0.8,4th,0.034482758620689655
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.01282051282051282
50,gpt4,doi_collectionType,0.8,3rd,0.018867924528301886
50,gpt4,doi_collectionType,0.8,4th,0.04
50,gpt4,doi_collectionType,0.8,1st,0.017241379310344827
50,gpt4,doi_collectionType,0.8,2nd,0.012345679012345678
50,gpt4,doi_collectionType,0.8,3rd,0.0
50,gpt4,doi_collectionType,0.8,4th,0.0
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.024691358024691357
50,gpt4,doi_collectionType,0.8,3rd,0.03773584905660377
50,gpt4,doi_collectionType,0.8,4th,0.038461538461538464
50,gpt4,doi_collectionType,0.8,1st,0.02564102564102564
50,gpt4,doi_collectionType,0.8,2nd,0.024096385542168676
50,gpt4,doi_collectionType,0.8,3rd,0.0
50,gpt4,doi_collectionType,0.8,4th,0.0
50,gpt4,doi_collectionType,0.8,1st,0.02586206896551724
50,gpt4,doi_collectionType,0.8,2nd,0.012658227848101266
50,gpt4,doi_collectionType,0.8,3rd,0.0
50,gpt4,doi_collectionType,0.8,4th,0.0
