doi,bioActivity,collectionSpecie,collectionSite,collectionType,molType,molecularMass,monoisotropicMass,cLogP,tpsa,numberOfLipinskiViolations,numberOfH_bondAcceptors,numberOfH_bondDonors,numberOfRotableBonds,molecularVolume,smile,name
10.1016/j.biortech.2010.01.041,Antiviral,Piper crassinervium (Piperaceae),Araraquara/SP,Biotransformation Product,http://nubbe.db/AromaticDerivative,"274,3547974","274,1568909","5,150000095","46,53300095",1.0,3.0,1.0,7.0,"274,9519958",OC1=CC=C(C(OC/C=C(C)/CC/C=C(C)/C)=O)C=C1,p-hydroxybenzoic acid-geranyl ester
10.1016/j.biortech.2010.01.041,Antiviral,Piper crassinervium (Piperaceae),Araraquara/SP,Biotransformation Product,http://nubbe.db/ChemicalCompound,"274,3547974","274,1568909","5,150000095","46,53300095",1.0,3.0,1.0,7.0,"274,9519958",OC1=CC=C(C(OC/C=C(C)/CC/C=C(C)/C)=O)C=C1,p-hydroxybenzoic acid-geranyl ester
10.1016/j.biortech.2010.01.041,Antiviral,Piper crassinervium (Piperaceae),Araraquara/SP,Biotransformation Product,http://nubbe.db/ChemicalSubstance,"274,3547974","274,1568909","5,150000095","46,53300095",1.0,3.0,1.0,7.0,"274,9519958",OC1=CC=C(C(OC/C=C(C)/CC/C=C(C)/C)=O)C=C1,p-hydroxybenzoic acid-geranyl ester
10.1590/S0100-40422010000200017,,,,,,,,,,,,,,,,
10.1590/S0103-50532006000500017,,,,,,,,,,,,,,,,
10.1002/pca.818,,,,,,,,,,,,,,,,
10.1002/ps.478,Insecticidal,Dimorphandra mollis,Rio Claro/SP,Plant Isolated,http://nubbe.db/Flavonoid,"450,3927917","450,1162109","0,01300000027","186,3690033",2.0,11.0,7.0,3.0,"370,1860046",O([C@H]1[C@H](O)[C@H](O)[C@H]([C@@H](O1)C)O)[C@@H]1[C@H](Oc2c(C1=O)c(O)cc(c2)O)c1cc(O)c(cc1)O,"astilbin; Rel-(2R, 3R)-dihydroquercetin-3-O-±-L-rhamnoside"
10.1002/ps.478,Insecticidal,Dimorphandra mollis,Rio Claro/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"450,3927917","450,1162109","0,01300000027","186,3690033",2.0,11.0,7.0,3.0,"370,1860046",O([C@H]1[C@H](O)[C@H](O)[C@H]([C@@H](O1)C)O)[C@@H]1[C@H](Oc2c(C1=O)c(O)cc(c2)O)c1cc(O)c(cc1)O,"astilbin; Rel-(2R, 3R)-dihydroquercetin-3-O-±-L-rhamnoside"
10.1002/ps.478,Insecticidal,Dimorphandra mollis,Rio Claro/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"450,3927917","450,1162109","0,01300000027","186,3690033",2.0,11.0,7.0,3.0,"370,1860046",O([C@H]1[C@H](O)[C@H](O)[C@H]([C@@H](O1)C)O)[C@@H]1[C@H](Oc2c(C1=O)c(O)cc(c2)O)c1cc(O)c(cc1)O,"astilbin; Rel-(2R, 3R)-dihydroquercetin-3-O-±-L-rhamnoside"
10.1002/1099-1565(200101/02)12:1<64::AID-PCA562>3.0.CO,,,,,,,,,,,,,,,,
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/PyridineAlkaloid,"291,4284058","291,2198181","4,793000221","50,19100189",0.0,3.0,1.0,11.0,"308,0280151",OC1=C(N=C(C=C1)CCCCCCC(CCCCC)=O)C,7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"291,4284058","291,2198181","4,793000221","50,19100189",0.0,3.0,1.0,11.0,"308,0280151",OC1=C(N=C(C=C1)CCCCCCC(CCCCC)=O)C,7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Alkaloid,"291,4284058","291,2198181","4,793000221","50,19100189",0.0,3.0,1.0,11.0,"308,0280151",OC1=C(N=C(C=C1)CCCCCCC(CCCCC)=O)C,7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"291,4284058","291,2198181","4,793000221","50,19100189",0.0,3.0,1.0,11.0,"308,0280151",OC1=C(N=C(C=C1)CCCCCCC(CCCCC)=O)C,7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/PyridineAlkaloid,"307,4277954","307,2147522","3,263999939","70,41899872",0.0,4.0,2.0,12.0,"316,2869873",OC1=C(C)N=C(CCCCCCC(CCCCCO)=O)C=C1,12′-hydroxy-7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"307,4277954","307,2147522","3,263999939","70,41899872",0.0,4.0,2.0,12.0,"316,2869873",OC1=C(C)N=C(CCCCCCC(CCCCCO)=O)C=C1,12′-hydroxy-7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Alkaloid,"307,4277954","307,2147522","3,263999939","70,41899872",0.0,4.0,2.0,12.0,"316,2869873",OC1=C(C)N=C(CCCCCCC(CCCCCO)=O)C=C1,12′-hydroxy-7′-multijuguinone
10.1021/np900644x,Inhibition of Acetylcholinesterase,Senna multijuga (Fabaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"307,4277954","307,2147522","3,263999939","70,41899872",0.0,4.0,2.0,12.0,"316,2869873",OC1=C(C)N=C(CCCCCCC(CCCCCO)=O)C=C1,12′-hydroxy-7′-multijuguinone
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"317,3364868","317,1263123","1,618000031","65,08200073",0.0,6.0,0.0,5.0,"289,0270081",O=C(N2CCC=CC2=O)/C=C\C1=CC(OC)=C(OC)C(OC)=C1,"(Z)-piplartine; 8(Z)-N-(12,13, 14-trimethoxycinnamoyl)- 3-pyridin-2-one"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"317,3364868","317,1263123","1,618000031","65,08200073",0.0,6.0,0.0,5.0,"289,0270081",O=C(N2CCC=CC2=O)/C=C\C1=CC(OC)=C(OC)C(OC)=C1,"(Z)-piplartine; 8(Z)-N-(12,13, 14-trimethoxycinnamoyl)- 3-pyridin-2-one"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"317,3364868","317,1263123","1,618000031","65,08200073",0.0,6.0,0.0,5.0,"289,0270081",O=C(N2CCC=CC2=O)/C=C\C1=CC(OC)=C(OC)C(OC)=C1,"(Z)-piplartine; 8(Z)-N-(12,13, 14-trimethoxycinnamoyl)- 3-pyridin-2-one"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"317,3364868","317,1263123","1,618000031","65,08200073",0.0,6.0,0.0,5.0,"289,0270081",COC1=C(OC)C(OC)=CC(/C=C/C(N2CCC=CC2=O)=O)=C1,(E)-piplartine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"317,3364868","317,1263123","1,618000031","65,08200073",0.0,6.0,0.0,5.0,"289,0270081",COC1=C(OC)C(OC)=CC(/C=C/C(N2CCC=CC2=O)=O)=C1,(E)-piplartine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"317,3364868","317,1263123","1,618000031","65,08200073",0.0,6.0,0.0,5.0,"289,0270081",COC1=C(OC)C(OC)=CC(/C=C/C(N2CCC=CC2=O)=O)=C1,(E)-piplartine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"319,3522949","319,1419678","1,588999987","65,08200073",0.0,6.0,0.0,6.0,"295,2139893",COC1=C(OC)C(OC)=CC(CCC(N2CCC=CC2=O)=O)=C1,"8,9-dihydropiplartine; N-(12,13,14-trimethoxydihydrocinnamoyl)-Δ3-pyridin-2-one"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"319,3522949","319,1419678","1,588999987","65,08200073",0.0,6.0,0.0,6.0,"295,2139893",COC1=C(OC)C(OC)=CC(CCC(N2CCC=CC2=O)=O)=C1,"8,9-dihydropiplartine; N-(12,13,14-trimethoxydihydrocinnamoyl)-Δ3-pyridin-2-one"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"319,3522949","319,1419678","1,588999987","65,08200073",0.0,6.0,0.0,6.0,"295,2139893",COC1=C(OC)C(OC)=CC(CCC(N2CCC=CC2=O)=O)=C1,"8,9-dihydropiplartine; N-(12,13,14-trimethoxydihydrocinnamoyl)-Δ3-pyridin-2-one"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"285,3377075","285,1365051","3,332000017","38,77700043",0.0,4.0,0.0,3.0,"267,7409973",O=C(N3CCCCC3)/C=C/C=C/C1=CC(OCO2)=C2C=C1,Piperine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"285,3377075","285,1365051","3,332000017","38,77700043",0.0,4.0,0.0,3.0,"267,7409973",O=C(N3CCCCC3)/C=C/C=C/C1=CC(OCO2)=C2C=C1,Piperine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"285,3377075","285,1365051","3,332000017","38,77700043",0.0,4.0,0.0,3.0,"267,7409973",O=C(N3CCCCC3)/C=C/C=C/C1=CC(OCO2)=C2C=C1,Piperine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"287,3534851","287,1521301","3,302999973","38,77700043",0.0,4.0,0.0,4.0,"273,928009",O=C(N3CCCCC3)/C=C/CCC1=CC(OCO2)=C2C=C1,"10,11-dihydropiperine; Δα,β-dihydropiperine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"287,3534851","287,1521301","3,302999973","38,77700043",0.0,4.0,0.0,4.0,"273,928009",O=C(N3CCCCC3)/C=C/CCC1=CC(OCO2)=C2C=C1,"10,11-dihydropiperine; Δα,β-dihydropiperine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"287,3534851","287,1521301","3,302999973","38,77700043",0.0,4.0,0.0,4.0,"273,928009",O=C(N3CCCCC3)/C=C/CCC1=CC(OCO2)=C2C=C1,"10,11-dihydropiperine; Δα,β-dihydropiperine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"275,342804","275,1521301","3,272000074","47,56600189",0.0,4.0,1.0,6.0,"267,131012",O=C(N([H])CC(C)C)/C=C/CCC1=CC(OCO2)=C2C=C1,"4,5-dihydropiperlonguminine; Piperlonguminine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"275,342804","275,1521301","3,272000074","47,56600189",0.0,4.0,1.0,6.0,"267,131012",O=C(N([H])CC(C)C)/C=C/CCC1=CC(OCO2)=C2C=C1,"4,5-dihydropiperlonguminine; Piperlonguminine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"275,342804","275,1521301","3,272000074","47,56600189",0.0,4.0,1.0,6.0,"267,131012",O=C(N([H])CC(C)C)/C=C/CCC1=CC(OCO2)=C2C=C1,"4,5-dihydropiperlonguminine; Piperlonguminine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/Alkaloid,"223,3544006","223,1936188","4,264999866","29,09799957",0.0,2.0,1.0,8.0,"249,3739929",CCCCC/C=C/C=C/C(N([H])CC(C)C)=O,Pellitorine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalCompound,"223,3544006","223,1936188","4,264999866","29,09799957",0.0,2.0,1.0,8.0,"249,3739929",CCCCC/C=C/C=C/C(N([H])CC(C)C)=O,Pellitorine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper tuberculatum (Piperaceae),Manaus/AM,Plant Isolated,http://nubbe.db/ChemicalSubstance,"223,3544006","223,1936188","4,264999866","29,09799957",0.0,2.0,1.0,8.0,"249,3739929",CCCCC/C=C/C=C/C(N([H])CC(C)C)=O,Pellitorine
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/Alkaloid,"273,3269958","273,1365051","2,798000097","38,77700043",0.0,4.0,0.0,4.0,"257,1260071",O=C(N3CCCC3)/C=C/CCC1=CC(OCO2)=C2C=C1,"4,5-dihydropiperyline"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"273,3269958","273,1365051","2,798000097","38,77700043",0.0,4.0,0.0,4.0,"257,1260071",O=C(N3CCCC3)/C=C/CCC1=CC(OCO2)=C2C=C1,"4,5-dihydropiperyline"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"273,3269958","273,1365051","2,798000097","38,77700043",0.0,4.0,0.0,4.0,"257,1260071",O=C(N3CCCC3)/C=C/CCC1=CC(OCO2)=C2C=C1,"4,5-dihydropiperyline"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/Alkaloid,"301,3800964","301,1677856","3,790999889","47,56600189",0.0,4.0,1.0,7.0,"294,5480042",O=C(N([H])CC(C)C)\C=C/C=C\CCC1=CC=C2C(OCO2)=C1,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"301,3800964","301,1677856","3,790999889","47,56600189",0.0,4.0,1.0,7.0,"294,5480042",O=C(N([H])CC(C)C)\C=C/C=C\CCC1=CC=C2C(OCO2)=C1,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"301,3800964","301,1677856","3,790999889","47,56600189",0.0,4.0,1.0,7.0,"294,5480042",O=C(N([H])CC(C)C)\C=C/C=C\CCC1=CC=C2C(OCO2)=C1,"(3Z,5Z)-N-isobutyl-8-(30,40-methylenedioxy-phenyl)-heptadienamide"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/Alkaloid,"275,2998047","275,1157532","2,112999916","48,01100159",0.0,5.0,0.0,3.0,"249,0679932",COC1=C(/C=C\C(N3CCCC3)=O)C=C(OCO2)C2=C1,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"275,2998047","275,1157532","2,112999916","48,01100159",0.0,5.0,0.0,3.0,"249,0679932",COC1=C(/C=C\C(N3CCCC3)=O)C=C(OCO2)C2=C1,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine"
10.1016/S0031-9422(00)00226-0,Antifungal,Piper hispidum (Piperaceae),Teodoro Sampaio/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"275,2998047","275,1157532","2,112999916","48,01100159",0.0,5.0,0.0,3.0,"249,0679932",COC1=C(/C=C\C(N3CCCC3)=O)C=C(OCO2)C2=C1,"N-[3-(6'-methoxy-3',4'-methy-lenedioxyphenyl)-2(Z)-propenoyl]pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper tuberculatum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Alkaloid,"247,2897034","247,1208496","2,782000065","47,56600189",0.0,4.0,1.0,4.0,"233,5269928",O=C(N([H])CC(C)C)/C=C/C1=CC(OCO2)=C2C=C1,Fagaramide
10.1016/S0031-9422(01)00431-9,Antifungal,Piper tuberculatum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"247,2897034","247,1208496","2,782000065","47,56600189",0.0,4.0,1.0,4.0,"233,5269928",O=C(N([H])CC(C)C)/C=C/C1=CC(OCO2)=C2C=C1,Fagaramide
10.1016/S0031-9422(01)00431-9,Antifungal,Piper tuberculatum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"247,2897034","247,1208496","2,782000065","47,56600189",0.0,4.0,1.0,4.0,"233,5269928",O=C(N([H])CC(C)C)/C=C/C1=CC(OCO2)=C2C=C1,Fagaramide
10.1016/S0031-9422(01)00431-9,Antifungal,Piper tuberculatum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Phenylpropanoid,"252,2631073","252,0997772","2,157000065","54,00699997",0.0,5.0,0.0,6.0,"232,6269989",COC1=C(OC)C(OC)=CC(/C=C/C(OC)=O)=C1,"Methyl (E)-6,7,8-trimethoxycinnamate"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper tuberculatum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"252,2631073","252,0997772","2,157000065","54,00699997",0.0,5.0,0.0,6.0,"232,6269989",COC1=C(OC)C(OC)=CC(/C=C/C(OC)=O)=C1,"Methyl (E)-6,7,8-trimethoxycinnamate"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper tuberculatum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"252,2631073","252,0997772","2,157000065","54,00699997",0.0,5.0,0.0,6.0,"232,6269989",COC1=C(OC)C(OC)=CC(/C=C/C(OC)=O)=C1,"Methyl (E)-6,7,8-trimethoxycinnamate"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Alkaloid,"271,3110962","271,1208496","2,826999903","38,77700043",0.0,4.0,0.0,3.0,"250,9389954",O=C(N3CCCC3)/C=C/C=C/C1=CC=C2C(OCO2)=C1,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"271,3110962","271,1208496","2,826999903","38,77700043",0.0,4.0,0.0,3.0,"250,9389954",O=C(N3CCCC3)/C=C/C=C/C1=CC=C2C(OCO2)=C1,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"271,3110962","271,1208496","2,826999903","38,77700043",0.0,4.0,0.0,3.0,"250,9389954",O=C(N3CCCC3)/C=C/C=C/C1=CC=C2C(OCO2)=C1,"Piperyline, N-[10-(13,14-methylenedioxyphenyl)-7(E),9(E)-pentadienoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Alkaloid,"275,342804","275,1521301","3,053999901","38,77700043",0.0,4.0,0.0,5.0,"263,3129883",O=C(N3CCCC3)CCCCC1=CC=C2C(OCO2)=C1,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"275,342804","275,1521301","3,053999901","38,77700043",0.0,4.0,0.0,5.0,"263,3129883",O=C(N3CCCC3)CCCCC1=CC=C2C(OCO2)=C1,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"275,342804","275,1521301","3,053999901","38,77700043",0.0,4.0,0.0,5.0,"263,3129883",O=C(N3CCCC3)CCCCC1=CC=C2C(OCO2)=C1,"Tetrahydropiperyline, N-[10-(13,14-methylenedioxyphenyl)-pentanoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/Alkaloid,"271,3110962","271,1208496","2,826999903","38,77700043",0.0,4.0,0.0,3.0,"250,9389954",O=C(N3CCCC3)/C=C/C=C\C1=CC=C2C(OCO2)=C1,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"271,3110962","271,1208496","2,826999903","38,77700043",0.0,4.0,0.0,3.0,"250,9389954",O=C(N3CCCC3)/C=C/C=C\C1=CC=C2C(OCO2)=C1,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalSubstance,"271,3110962","271,1208496","2,826999903","38,77700043",0.0,4.0,0.0,3.0,"250,9389954",O=C(N3CCCC3)/C=C/C=C\C1=CC=C2C(OCO2)=C1,"N-[10-(13,14-methylenedioxyphenyl)-7(E),9(Z)-pentadienoyl]-pyrrolidine"
10.1016/S0031-9422(01)00431-9,Antifungal,Piper arboreum (Piperaceae),Araraquara/SP,Plant Isolated,http://nubbe.db/ChemicalCompound,"448,5954895","448,2937317","2,644999981","115,7229996",0.0,7.0,4.0,12.0,"452,8469849",CC(O)/C=C/C(C)=C/C(NCC(C(C(CNC(/C=C(C)/C=C/C(O)C)=O)(C)C)=O)(C)C)=O,Arboreumine
