k,algorithm,edge_group,split,dynamic_stage,value
20,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
20,gpt4,doi_bioActivity,0.8,2nd,0.0
20,gpt4,doi_bioActivity,0.8,3rd,0.0
20,gpt4,doi_bioActivity,0.8,4th,0.0
20,gpt4,doi_bioActivity,0.8,1st,0.00625
20,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
20,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
20,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
25,gpt4,doi_bioActivity,0.8,1st,0.0
25,gpt4,doi_bioActivity,0.8,2nd,0.0
25,gpt4,doi_bioActivity,0.8,3rd,0.0
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
25,gpt4,doi_bioActivity,0.8,2nd,0.010752688172043012
25,gpt4,doi_bioActivity,0.8,3rd,0.015873015873015872
25,gpt4,doi_bioActivity,0.8,4th,0.030303030303030304
25,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
25,gpt4,doi_bioActivity,0.8,2nd,0.01020408163265306
25,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
25,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
25,gpt4,doi_bioActivity,0.8,1st,0.00625
25,gpt4,doi_bioActivity,0.8,2nd,0.009708737864077669
25,gpt4,doi_bioActivity,0.8,3rd,0.0
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
25,gpt4,doi_bioActivity,0.8,2nd,0.009900990099009901
25,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
25,gpt4,doi_bioActivity,0.8,2nd,0.01
25,gpt4,doi_bioActivity,0.8,3rd,0.0
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.0
25,gpt4,doi_bioActivity,0.8,2nd,0.0
25,gpt4,doi_bioActivity,0.8,3rd,0.0
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
25,gpt4,doi_bioActivity,0.8,2nd,0.0
25,gpt4,doi_bioActivity,0.8,3rd,0.0
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
25,gpt4,doi_bioActivity,0.8,2nd,0.0
25,gpt4,doi_bioActivity,0.8,3rd,0.0
25,gpt4,doi_bioActivity,0.8,4th,0.0
25,gpt4,doi_bioActivity,0.8,1st,0.00625
25,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
25,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
25,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
30,gpt4,doi_bioActivity,0.8,1st,0.0
30,gpt4,doi_bioActivity,0.8,2nd,0.0
30,gpt4,doi_bioActivity,0.8,3rd,0.0
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
30,gpt4,doi_bioActivity,0.8,2nd,0.010752688172043012
30,gpt4,doi_bioActivity,0.8,3rd,0.015873015873015872
30,gpt4,doi_bioActivity,0.8,4th,0.030303030303030304
30,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
30,gpt4,doi_bioActivity,0.8,2nd,0.01020408163265306
30,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
30,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
30,gpt4,doi_bioActivity,0.8,1st,0.00625
30,gpt4,doi_bioActivity,0.8,2nd,0.009708737864077669
30,gpt4,doi_bioActivity,0.8,3rd,0.0
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
30,gpt4,doi_bioActivity,0.8,2nd,0.009900990099009901
30,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
30,gpt4,doi_bioActivity,0.8,2nd,0.01
30,gpt4,doi_bioActivity,0.8,3rd,0.0
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.0
30,gpt4,doi_bioActivity,0.8,2nd,0.0
30,gpt4,doi_bioActivity,0.8,3rd,0.0
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
30,gpt4,doi_bioActivity,0.8,2nd,0.0
30,gpt4,doi_bioActivity,0.8,3rd,0.0
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
30,gpt4,doi_bioActivity,0.8,2nd,0.0
30,gpt4,doi_bioActivity,0.8,3rd,0.0
30,gpt4,doi_bioActivity,0.8,4th,0.0
30,gpt4,doi_bioActivity,0.8,1st,0.00625
30,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
30,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
30,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
35,gpt4,doi_bioActivity,0.8,1st,0.0
35,gpt4,doi_bioActivity,0.8,2nd,0.0
35,gpt4,doi_bioActivity,0.8,3rd,0.0
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
35,gpt4,doi_bioActivity,0.8,2nd,0.010752688172043012
35,gpt4,doi_bioActivity,0.8,3rd,0.015873015873015872
35,gpt4,doi_bioActivity,0.8,4th,0.030303030303030304
35,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
35,gpt4,doi_bioActivity,0.8,2nd,0.01020408163265306
35,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
35,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
35,gpt4,doi_bioActivity,0.8,1st,0.00625
35,gpt4,doi_bioActivity,0.8,2nd,0.009708737864077669
35,gpt4,doi_bioActivity,0.8,3rd,0.0
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
35,gpt4,doi_bioActivity,0.8,2nd,0.009900990099009901
35,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
35,gpt4,doi_bioActivity,0.8,2nd,0.01
35,gpt4,doi_bioActivity,0.8,3rd,0.0
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.0
35,gpt4,doi_bioActivity,0.8,2nd,0.0
35,gpt4,doi_bioActivity,0.8,3rd,0.0
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
35,gpt4,doi_bioActivity,0.8,2nd,0.0
35,gpt4,doi_bioActivity,0.8,3rd,0.0
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
35,gpt4,doi_bioActivity,0.8,2nd,0.0
35,gpt4,doi_bioActivity,0.8,3rd,0.0
35,gpt4,doi_bioActivity,0.8,4th,0.0
35,gpt4,doi_bioActivity,0.8,1st,0.00625
35,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
35,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
35,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
40,gpt4,doi_bioActivity,0.8,1st,0.0
40,gpt4,doi_bioActivity,0.8,2nd,0.0
40,gpt4,doi_bioActivity,0.8,3rd,0.0
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
40,gpt4,doi_bioActivity,0.8,2nd,0.010752688172043012
40,gpt4,doi_bioActivity,0.8,3rd,0.015873015873015872
40,gpt4,doi_bioActivity,0.8,4th,0.030303030303030304
40,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
40,gpt4,doi_bioActivity,0.8,2nd,0.01020408163265306
40,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
40,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
40,gpt4,doi_bioActivity,0.8,1st,0.00625
40,gpt4,doi_bioActivity,0.8,2nd,0.009708737864077669
40,gpt4,doi_bioActivity,0.8,3rd,0.0
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
40,gpt4,doi_bioActivity,0.8,2nd,0.009900990099009901
40,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
40,gpt4,doi_bioActivity,0.8,2nd,0.01
40,gpt4,doi_bioActivity,0.8,3rd,0.0
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.0
40,gpt4,doi_bioActivity,0.8,2nd,0.0
40,gpt4,doi_bioActivity,0.8,3rd,0.0
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
40,gpt4,doi_bioActivity,0.8,2nd,0.0
40,gpt4,doi_bioActivity,0.8,3rd,0.0
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
40,gpt4,doi_bioActivity,0.8,2nd,0.0
40,gpt4,doi_bioActivity,0.8,3rd,0.0
40,gpt4,doi_bioActivity,0.8,4th,0.0
40,gpt4,doi_bioActivity,0.8,1st,0.00625
40,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
40,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
40,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
45,gpt4,doi_bioActivity,0.8,1st,0.0
45,gpt4,doi_bioActivity,0.8,2nd,0.0
45,gpt4,doi_bioActivity,0.8,3rd,0.0
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
45,gpt4,doi_bioActivity,0.8,2nd,0.010752688172043012
45,gpt4,doi_bioActivity,0.8,3rd,0.015873015873015872
45,gpt4,doi_bioActivity,0.8,4th,0.030303030303030304
45,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
45,gpt4,doi_bioActivity,0.8,2nd,0.01020408163265306
45,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
45,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
45,gpt4,doi_bioActivity,0.8,1st,0.00625
45,gpt4,doi_bioActivity,0.8,2nd,0.009708737864077669
45,gpt4,doi_bioActivity,0.8,3rd,0.0
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
45,gpt4,doi_bioActivity,0.8,2nd,0.009900990099009901
45,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
45,gpt4,doi_bioActivity,0.8,2nd,0.01
45,gpt4,doi_bioActivity,0.8,3rd,0.0
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.0
45,gpt4,doi_bioActivity,0.8,2nd,0.0
45,gpt4,doi_bioActivity,0.8,3rd,0.0
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
45,gpt4,doi_bioActivity,0.8,2nd,0.0
45,gpt4,doi_bioActivity,0.8,3rd,0.0
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
45,gpt4,doi_bioActivity,0.8,2nd,0.0
45,gpt4,doi_bioActivity,0.8,3rd,0.0
45,gpt4,doi_bioActivity,0.8,4th,0.0
45,gpt4,doi_bioActivity,0.8,1st,0.00625
45,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
45,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
45,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
50,gpt4,doi_bioActivity,0.8,1st,0.0
50,gpt4,doi_bioActivity,0.8,2nd,0.0
50,gpt4,doi_bioActivity,0.8,3rd,0.0
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
50,gpt4,doi_bioActivity,0.8,2nd,0.010752688172043012
50,gpt4,doi_bioActivity,0.8,3rd,0.015873015873015872
50,gpt4,doi_bioActivity,0.8,4th,0.030303030303030304
50,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
50,gpt4,doi_bioActivity,0.8,2nd,0.01020408163265306
50,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
50,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
50,gpt4,doi_bioActivity,0.8,1st,0.00625
50,gpt4,doi_bioActivity,0.8,2nd,0.009708737864077669
50,gpt4,doi_bioActivity,0.8,3rd,0.0
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
50,gpt4,doi_bioActivity,0.8,2nd,0.009900990099009901
50,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
50,gpt4,doi_bioActivity,0.8,2nd,0.01
50,gpt4,doi_bioActivity,0.8,3rd,0.0
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.0
50,gpt4,doi_bioActivity,0.8,2nd,0.0
50,gpt4,doi_bioActivity,0.8,3rd,0.0
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
50,gpt4,doi_bioActivity,0.8,2nd,0.0
50,gpt4,doi_bioActivity,0.8,3rd,0.0
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.006289308176100629
50,gpt4,doi_bioActivity,0.8,2nd,0.0
50,gpt4,doi_bioActivity,0.8,3rd,0.0
50,gpt4,doi_bioActivity,0.8,4th,0.0
50,gpt4,doi_bioActivity,0.8,1st,0.00625
50,gpt4,doi_bioActivity,0.8,2nd,0.009523809523809525
50,gpt4,doi_bioActivity,0.8,3rd,0.015384615384615385
50,gpt4,doi_bioActivity,0.8,4th,0.03333333333333333
